video_id,cor_left_hindfoot_angle_mean,cor_left_hindfoot_angle_std,cor_left_hindfoot_angle_max,cor_left_hindfoot_angle_min,cor_left_hindfoot_angle_range,cor_left_hindfoot_angle_mid_mean,cor_left_hindfoot_angle_mid_std,cor_left_foot_rotation_mean,cor_left_foot_rotation_std,cor_left_foot_rotation_max,cor_left_foot_rotation_min,cor_left_foot_rotation_range,cor_left_foot_rotation_mid_mean,cor_left_foot_rotation_mid_std,cor_left_knee_progression_angle_mean,cor_left_knee_progression_angle_std,cor_left_knee_progression_angle_max,cor_left_knee_progression_angle_min,cor_left_knee_progression_angle_range,cor_left_knee_progression_angle_mid_mean,cor_left_knee_progression_angle_mid_std,cor_pelvic_obliquity_mean,cor_pelvic_obliquity_std,cor_pelvic_obliquity_max,cor_pelvic_obliquity_min,cor_pelvic_obliquity_range,cor_pelvic_obliquity_mid_mean,cor_pelvic_obliquity_mid_std,cor_pelvic_rotation_mean,cor_pelvic_rotation_std,cor_pelvic_rotation_max,cor_pelvic_rotation_min,cor_pelvic_rotation_range,cor_pelvic_rotation_mid_mean,cor_pelvic_rotation_mid_std,cor_lateral_trunk_shift_mean,cor_lateral_trunk_shift_std,cor_lateral_trunk_shift_max,cor_lateral_trunk_shift_min,cor_lateral_trunk_shift_range,cor_lateral_trunk_shift_mid_mean,cor_lateral_trunk_shift_mid_std,_view,_num_frames,sag_left_ankle_angle_stance_max,sag_left_ankle_angle_stance_max_std,sag_left_ankle_angle_swing_max,sag_left_ankle_angle_swing_max_std,sag_left_knee_angle_stance_min,sag_left_knee_angle_stance_min_std,sag_left_knee_angle_swing_min,sag_left_knee_angle_swing_min_std,sag_left_knee_angle_swing_max,sag_left_knee_angle_swing_max_std,sag_left_hip_angle_stance_min,sag_left_hip_angle_stance_min_std,sag_left_hip_angle_swing_max,sag_left_hip_angle_swing_max_std,sag_left_initial_contact_angle_at_ic,sag_left_initial_contact_angle_at_ic_std,sag_left_heel_height_norm_late_stance_min,sag_left_initial_contact_angle_mean,sag_left_initial_contact_angle_std,sag_left_initial_contact_angle_max,sag_left_initial_contact_angle_min,sag_left_initial_contact_angle_range,sag_left_heel_height_norm_mean,sag_left_heel_height_norm_std,sag_left_heel_height_norm_max,sag_left_heel_height_norm_min,sag_left_heel_height_norm_range,sag_left_ankle_angle_mean,sag_left_ankle_angle_std,sag_left_ankle_angle_max,sag_left_ankle_angle_min,sag_left_ankle_angle_range,sag_left_foot_clearance_norm_mean,sag_left_foot_clearance_norm_std,sag_left_foot_clearance_norm_max,sag_left_foot_clearance_norm_min,sag_left_foot_clearance_norm_range,sag_left_knee_angle_mean,sag_left_knee_angle_std,sag_left_knee_angle_max,sag_left_knee_angle_min,sag_left_knee_angle_range,sag_left_hip_angle_mean,sag_left_hip_angle_std,sag_left_hip_angle_max,sag_left_hip_angle_min,sag_left_hip_angle_range,sag_left_trunk_inclination_mean,sag_left_trunk_inclination_std,sag_left_trunk_inclination_max,sag_left_trunk_inclination_min,sag_left_trunk_inclination_range
0003/0003-0002_backward_257-495_filtered_pose,5.416069121763333,15.22701260107014,48.9184451363409,-19.708130205708336,68.62657534204924,0.757539164065316,15.465317555261551,-6.676903753154508,34.55041115545476,83.2569224974684,-76.77219544057866,160.02911793804705,-22.08884310137482,25.80467820757074,-0.7345496064312095,2.8378486539211036,6.577134746697438,-6.33553457701997,12.912669323717408,-1.9818873417521032,2.36983060514566,2.065979914842589,2.500242204592746,8.794742987132464,-3.8537207648584677,12.648463751990931,3.325975361654702,2.0515709092046532,-0.3121508267817822,12.246799221503352,22.137541693315136,-37.90927709435483,60.04681878766996,-0.10925289853406257,12.406945980773036,-0.002152461059226446,0.10455659184250307,0.18841563411722737,-0.3072064786621936,0.4956221127794209,-0.0005848759968233692,0.10614617394540485,45,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0003/0003-0002_forward_0-171_filtered_pose,-18.863587324971537,20.468651571026456,19.833001776049926,-95.48540844723927,115.31841022328919,-17.98271583458778,20.566737200217,-13.257536123464613,8.42697300815311,-1.9927613761872833,-37.45068186385835,35.45792048767107,-13.356769053490499,8.854752741066314,-0.7943294359975167,4.153971397948376,4.017287997773969,-12.05634193421131,16.07362993198528,-1.197175756105954,4.294262510466201,91.10974932538245,153.21950026566174,179.90155749023575,-179.97974159885342,359.88129908908917,82.8356841537367,157.72357626567182,2.976956368314644,6.681314786295624,17.513464171890917,-12.169711427300724,29.683175599191642,1.3357966085572286,6.356646028780763,-0.025787462422364783,0.05791636454177838,0.10540403521682223,-0.15046495456581552,0.2558689897826377,-0.011542926308927521,0.055089283784033945,45,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004/0004-0001_backward_679-873_filtered_pose,15.93785229951952,9.86226515726227,44.66560425061404,-10.285378637203376,54.95098288781742,13.927769393030108,6.197372842690818,-46.26784392046876,17.322288877437543,-2.081615830403826,-80.81450301427834,78.73288718387452,-46.22790040205213,18.306012176177894,1.6804860095432113,6.8000760123788275,17.671994717562743,-58.8205364074955,76.49253112505825,1.2949861536057856,7.945512565026664,2.5746477438742543,13.028596917327196,179.82945953030895,-7.000894141559999,186.83035367186895,3.611699987791693,18.075910010825286,-46.67912703455506,46.99769205485537,89.99771529406533,-89.998837605131,179.99655289919633,-66.3221149929968,30.617398709320906,-0.3482711168263831,0.40766269648248715,2.3148485547808644,-0.9748300294738782,3.2896785842547427,-0.5205328222033221,0.2585743325347225,45,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004/0004-0001_forward_300-468_filtered_pose,5.359075896006029,28.682127862136177,64.81061428852878,-67.00059990186072,131.8112141903895,8.54207520832723,34.05209107734322,36.49913617824942,12.971048197906827,55.29447880252795,6.258388284445438,49.03609051808251,40.401315238877295,14.176408310745872,-0.9551147225189788,6.820569598003047,16.529276138944752,-21.14922228141221,37.67849842035696,-1.8954700006266767,7.449776039422225,1.1678646778829942,177.97086828976185,179.99722526567336,-179.9875104857172,359.98473575139053,21.596289079796755,176.5955005612698,-26.143001514479934,31.09540379587653,23.782137138963172,-89.99887796568476,113.78101510464793,-26.977987927077617,33.63440190223031,0.18836794199595452,0.2197077596906883,0.5320080255355863,-0.20163001187215354,0.7336380374077399,0.1889823485257484,0.23534159721884113,45,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0004/0004-0002_left_674-814_filtered_pose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,141,16.700780612664943,6.49701823795445,46.97578673354667,42.10079699909514,22.09891037058432,3.0033979193945015,-152.9983936219429,9.672390876055076,51.47900806095815,19.93605681235273,0.13741326079795613,13.917889067831283,33.65770710112287,9.928812015396261,-20.599054662099242,21.32783162497546,-0.08076154842599312,-30.550940610399138,25.340522025946093,54.11830068333689,-86.86969760279231,140.9879982861292,-0.05639409351559311,0.04780704357777993,0.14177633404527715,-0.30124019448146927,0.44301652852674644,-5.087075573398203,22.218217741461146,89.07658373264181,-85.68369965890494,174.76028339154675,0.026380544905696978,0.27981383894753253,3.334700926024378,0.0,3.334700926024378,45.066197884960744,28.816311345462484,93.08392075708635,-162.67078449799797,255.75470525508433,20.020544459662148,27.398048228236373,69.69990510616782,-167.45347917602768,237.1533842821955,-3.140292602927674,6.524762666009063,7.679664713899826,-23.19805657833153,30.877721292231357
0004/0004-0002_right_62-188_filtered_pose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,127,2.465862917669945,0.37483793936164744,-0.47079436567409516,2.1967618446882824,26.13303816737026,0.7929840267157005,30.20378568186402,1.3757150837706433,69.45329689742786,3.927944790981762,1.7627463198644762,5.426434811744599,38.52386897711904,6.149743651711816,-32.86032603537315,16.48809214665968,-0.14620506268149241,-41.38507792267399,22.50861384116197,-10.361071746333407,-89.92738019257536,79.56630844624195,-0.08131806407036662,0.032225139754799396,-0.025857380398937844,-0.15158298845128937,0.12572560805235153,-17.043968562250615,17.70284188233631,7.0946470511856745,-63.71653955485061,70.81118660603629,0.035077665752312887,0.037893231382167374,0.10225670496579888,0.0,0.10225670496579888,44.21475547964532,14.001392524243606,73.38124168840962,24.91118312165966,48.470058566749955,18.698583951976648,12.289292901542526,44.67361262883085,-11.222239806955827,55.89585243578668,-1.4912969519780783,4.182669264237956,8.629633463534056,-8.375075208268655,17.00470867180271
0005/0005-0001_left_430-523_filtered_pose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,94,19.854606499201324,0.0,14.008650388954635,0.0,-0.47926651537255793,0.0,-6.790922121358022,0.0,46.098271164838195,0.0,-11.58738105196889,0.0,45.23197949977737,0.0,-2.171217843817534,1.4169324087128443,-0.13848773377627419,-9.770724695979892,19.709069364915305,31.857999280280914,-63.92333463090515,95.78133391118607,-0.02507762437345793,0.051175748083370484,0.08691923780822813,-0.15292488929457218,0.23984412710280031,5.873019334639075,9.85360778207687,30.443925960784952,-19.794813210204126,50.23873917098908,0.0016540168724698719,0.008257482177446492,0.05428883713070465,0.0,0.05428883713070465,18.049682802687112,19.33634177808349,62.0892813356285,-9.172628883494951,71.26191021912345,4.9138593434247095,16.411834112414365,45.23197949977737,-19.22620462811392,64.45818412789129,-0.42938660012308677,4.215143352107911,7.016859677792519,-12.019939759656772,19.03679943744929
0005/0005-0001_right_93-182_filtered_pose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,90,3.707663934872862,0.7553807542671294,14.492206473385913,1.5841883003529702,-8.618880338983686,3.0097846674602096,21.94555941095055,5.1492963129558404,54.31321693099745,3.47757185758514,-14.241660524580197,4.295528812110774,30.594112782138296,2.345606443021893,-10.206216975010834,4.572160241215651,-0.16107149070732463,-22.694635080978653,25.27560162525707,21.504180238151132,-84.58013391260657,106.0843141507577,-0.05124808192933443,0.05234729066534773,0.055790988233102974,-0.16318964628306534,0.2189806345161683,-7.31626794906377,17.655387728060205,30.65706482925382,-86.09195892111643,116.74902375037024,0.028585583556740464,0.040825819096538644,0.12885513502746415,0.0,0.12885513502746415,23.11611566745731,16.927961089069612,57.79078878858259,-11.628665006443896,69.41945379502648,2.929346445930011,14.363850338942935,32.93971922516019,-23.217765316855548,56.15748454201574,3.811904402445957,3.3693062199618464,10.29438824702976,-2.8935877492521898,13.18797599628195
0005/0005-0002_backward_217-381_filtered_pose,-18.817216799054904,9.766958579326612,6.115547938875631,-46.80597685807584,52.921524796951466,-22.10811060020651,9.200028311077858,-39.6856839585506,25.51605859004449,26.07083651694445,-84.19905404004403,110.26989055698849,-50.65082003041222,23.319710119717556,-1.8004348243190371,3.322098981144838,11.089346741234422,-9.72112304797852,20.81046978921294,-2.243909611638002,2.592090743958651,3.8835363304701813,3.952554501131832,19.609235537647958,-4.248719597887889,23.857955135535846,3.2537739695421757,3.331136122040101,-13.540882759559,33.8080338994889,54.55425474165392,-89.99918860459148,144.5534433462454,-3.794782816892849,22.355075661044033,-0.10696934001509453,0.270832388028821,0.4073325174216448,-0.8478858384107781,1.2552183558324228,-0.03072853379754459,0.18244110280611636,45,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0005/0005-0002_forward_0-158_filtered_pose,3.7828096527853226,16.91815863515497,60.195385740467906,-18.910365343151923,79.10575108361982,-2.3837915523878452,9.062379662650633,4.376692670780353,18.5199567554854,50.82267397606733,-34.651767152743474,85.47444112881081,-0.8062522779159556,19.947210555371193,0.16252985124576094,4.568125070605957,10.129302403242257,-14.221484235021448,24.350786638263706,-0.6891388643381962,4.138354400728529,28.042201669938922,175.48863606527686,179.97708588325693,-179.95187708256907,359.92896296582603,26.277635168145007,175.77079558660444,9.742816689783309,20.356320376615958,67.11672195720266,-39.059283748158045,106.1760057053607,8.251354546820377,20.983357370007052,-0.07816480418122819,0.16386520044828018,0.3150620821780025,-0.46064946677439167,0.7757115489523942,-0.06500600984497068,0.16656175830364012,45,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0006/0006-0001_left_636-746_filtered_pose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,111,4.9850146254315035,0.0,3.2888071918979733,0.0,-9.219425665911075,0.0,25.733198837947384,0.0,69.03286092687583,0.0,-177.99070305098712,0.0,43.153487888605014,0.0,-4.608550845119896,3.6066749288668905,-0.14448025969830958,-31.426941914885578,31.05885427995947,37.20550860300952,-89.8631025391904,127.06861114219991,-0.046846591867658736,0.22396237815424067,2.2273619892434793,-0.15952899408926013,2.3868909833327394,-10.64316280811577,15.106917859165073,8.799882071416619,-67.07593195823873,75.87581402965534,0.08192687253708113,0.8203298223984072,8.68147632441537,0.0,8.68147632441537,27.64275085554125,26.480187497331357,69.73556146689064,-11.653434649901612,81.38899611679226,5.265447527237911,24.99320224825255,43.153487888605014,-177.99070305098712,221.14419093959214,0.9728110913023102,4.9190909004803185,23.816565588154308,-6.110105529307491,29.9266711174618
0006/0006-0001_right_0-116_filtered_pose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,117,,,,,,,,,,,,,,,,,,-17.871530403517387,21.860671213012417,9.143484205631234,-75.63254184733844,84.77602605296968,-0.040922257722195286,0.04753329127310176,0.020817286796808675,-0.15667828509238754,0.1774955718891962,-4.51220271551498,8.453863570098068,8.803969827880053,-27.95698552463476,36.76095535251481,0.024749151787513142,0.026717136277031168,0.08167821026748792,0.0,0.08167821026748792,13.443026478491745,23.760708564699005,62.195237081272836,-22.757231423658965,84.9524685049318,-3.9854577385626464,14.785742599602974,31.19180403371061,-32.300222374473435,63.492026408184046,3.0814439421454765,5.143553474774957,16.776764753987415,-4.996833283156686,21.7735980371441
0006/0006-0002_backward_1672-2685_filtered_pose,-9.133021575499574,17.691032653882765,62.47219963273295,-49.410599990123664,111.88279962285662,-6.854241360458959,22.211116167129656,-26.82019257558927,35.19951818505282,70.86759208930873,-87.57878125538022,158.44637334468894,-29.164407712876255,34.93655216581348,-3.659204159602914,2.809292909813941,6.0164232383244345,-11.508667230693186,17.52509046901762,-3.963092199847794,2.3291981229453897,0.9687253515238866,6.441385925417522,41.766961715040736,-176.60409751393925,218.37105922898,0.48455835776887096,8.32015042625753,-2.9825728226015173,16.094596543549674,89.98722423933663,-46.249878162626295,136.23710240196291,2.7536863527757216,13.298584466647622,-0.01430200807586401,0.39774214095285326,11.927478553165702,-0.36118124587654243,12.288659799042245,0.022155439584022992,0.11248150198231831,45,1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
